Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
20.1,40,40.666666666666664,40.4,40.375,40.0,7.81,0.37037037037033826,0.0,2.2222222222221593,0.8529968140183021,1.4351851851851674
20.28,40,40.333333333333336,40.2,40.375,40.0,7.81,-2.053872053872084,1.090909090909065,-1.8518518518518285,-0.17884942616128777,0.12345679012344239
20.43,40,40.0,40.4,40.25,40.3,7.81,-0.13888888888892836,1.3346774193548612,-2.222222222222259,-0.6074635241302246,-0.6172839506173107
20.59,41,40.333333333333336,40.4,40.375,40.4,7.87,1.0416666666666856,0.0,2.0833333333333464,-0.3836980920314422,-0.6635802469135816
20.75,40,40.333333333333336,40.2,40.25,40.3,7.94,2.842170943040401e-14,-0.3024193548386904,0.0,0.30092592592592854,-0.04629629629630546
20.9,40,40.333333333333336,40.2,40.375,40.3,7.87,0.0,1.4210854715202004e-14,0.0,0.34722222222223803,0.6944444444444476
21.08,41,40.333333333333336,40.4,40.375,40.3,8.13,0.0,0.36363636363634555,0.0,9.473903143468002e-15,0.0
21.23,40,40.333333333333336,40.4,40.25,40.4,9.92,1.008064516129025,0.34408602150537604,0.0,0.3360215053763416,0.0
21.39,41,40.666666666666664,40.4,40.375,40.4,10.82,1.041666666666643,0.0,2.083333333333302,0.683243727598556,0.6944444444444328
21.55,41,40.666666666666664,40.6,40.5,40.4,10.69,-2.293906810035878,-0.6881720430107521,0.0,-0.08139187574673674,0.6944444444444328
21.7,38,40.0,40.2,40.25,40.2,10.56,-4.107744107744125,-0.979797979797965,-4.44444444444447,-1.7866614170377868,-0.7870370370370573
21.88,39,39.333333333333336,39.8,40.0,40.1,10.56,-3.9488017429194286,-0.5923202614379193,-3.7037037037036966,-3.4501508868998108,-2.7160493827160566
22.04,39,38.666666666666664,39.6,39.875,40.0,10.5,-0.8691756272401676,-0.9905913978494425,-4.166666666666693,-2.975240492634574,-4.104938271604954
22.19,39,39.0,39.2,39.75,39.8,10.43,-0.8691756272401818,-1.595430107526866,2.2222222222222063,-1.895717665799926,-1.8827160493827284
22.35,37,38.333333333333336,38.4,39.25,39.5,10.37,-2.0833333333333286,-1.25,-4.166666666666648,-1.2738948626045594,-2.0370370370370456
22.51,39,38.333333333333336,38.6,39.125,39.4,10.24,0.9506833036244728,-0.6071746880570572,0.0,-0.6672752189830126,-0.6481481481481483
22.68,40,38.666666666666664,38.8,39.0,39.3,10.3,4.1703802733214275,-0.28520499108734043,1.9607843137254837,1.0125767478708572,-0.7352941176470558
22.84,40,39.666666666666664,39.0,38.875,39.3,10.24,3.0241935483870748,-0.6881720430107521,6.249999999999995,2.715085708444325,2.7369281045751586
22.99,39,39.666666666666664,39.0,39.0,39.1,10.24,0.0,-0.9905913978494567,0.0,2.398191273902834,2.7369281045751586
23.15,40,39.666666666666664,39.6,39.125,39.0,10.18,-1.041666666666643,0.0,0.0,0.6608422939068106,2.083333333333331
23.31,39,39.333333333333336,39.6,39.125,39.1,9.98,-2.023915626856791,0.036764705882347926,-2.083333333333302,-1.0218607645078113,-0.6944444444444345
23.48,38,39.0,39.2,39.0,39.0,9.79,-2.023915626856791,-0.2852049910873262,-1.9607843137254846,-1.6964993067934084,-1.3480392156862628
23.64,39,38.666666666666664,39.0,39.25,39.0,9.66,-2.155017921146964,-0.34408602150540446,-2.0833333333333464,-2.067616391620182,-2.0424836601307117
23.79,38,38.333333333333336,38.8,39.125,38.9,9.6,-0.13888888888889994,0.26075268817203323,-2.2222222222222117,-1.439274145630885,-2.088779956427015
23.95,39,38.666666666666664,38.6,39.0,39.1,9.54,4.166666666666643,1.5625,2.083333333333302,0.624253285543593,-0.740740740740753
24.11,42,39.666666666666664,39.2,39.25,39.4,9.66,3.124999999999986,0.3125,6.249999999999995,2.384259259259243,2.0370370370370274
24.27,38,39.666666666666664,39.2,39.125,39.2,9.66,1.0416666666666714,-0.6249999999999858,0.0,2.7777777777777666,2.7777777777777644
24.43,40,40.0,39.4,39.125,39.2,9.6,-2.0833333333333144,0.0,2.0833333333333464,0.6944444444444476,2.777777777777779
24.59,39,39.0,39.6,39.125,39.2,9.41,0.0,0.3124999999999858,-6.249999999999995,-0.3472222222222143,-1.388888888888884
24.75,41,40.0,40.0,39.5,39.3,9.09,3.0241935483870463,0.6465053763440665,6.249999999999995,0.31362007168457734,0.6944444444444476
24.9,40,40.0,39.6,39.625,39.4,8.83,0.9191176470588118,0.9056372549019471,0.0,1.3144370651486195,-1.1842378929335002e-15
25.07,40,40.333333333333336,40.0,39.875,39.6,8.64,1.9607843137254832,1.4705882352941302,1.9607843137254846,1.9680318363904472,2.7369281045751586
25.24,42,40.666666666666664,40.4,40.25,39.9,8.51,-0.26143790849664583,1.1813725490196134,1.9607843137254837,0.8728213507625497,1.3071895424836548
25.39,39,40.333333333333336,40.4,39.875,40.0,8.45,-0.1388888888888573,0.9489247311828137,-2.2222222222221593,0.52015250544666,0.5664488017429351
25.55,41,40.666666666666664,40.4,40.25,40.2,8.38,-1.0416666666666856,0.0,2.083333333333302,-0.48066448801739625,0.6072984749455409
25.71,40,40.0,40.4,40.25,40.0,8.13,-3.125,-0.6250000000000142,-4.166666666666648,-1.435185185185181,-1.4351851851851698
25.87,38,39.666666666666664,40.0,40.125,40.0,8.0,-2.0239156268568195,0.0,-2.0833333333333464,-2.0635274311745015,-1.3888888888888988
26.04,40,39.333333333333336,39.6,40.0,40.0,7.81,-0.9191176470588118,0.3541666666666856,-1.9607843137254837,-2.022677757971877,-2.7369281045751603
26.19,40,39.333333333333336,39.8,40.0,40.1,7.55,4.032258064516128,0.6465053763440949,0.0,0.3630749302001656,-1.3480392156862777
26.35,42,40.666666666666664,40.0,40.25,40.2,7.49,7.291666666666657,1.2499999999999858,8.333333333333297,3.4682690280413246,2.1241830065359366
26.51,43,41.666666666666664,40.6,40.375,40.5,7.42,3.125000000000014,0.9374999999999858,6.249999999999995,4.8163082437276,4.861111111111096
26.67,40,41.666666666666664,41.0,40.5,40.5,7.36,-3.8027332144979766,-1.1408199643494044,0.0,2.2046444840562316,4.861111111111096
