Time (s),Displacement (mm),Velocity Gradient,Velocity Derivative,,,,,,,,,,
44.05,-0.33762,0.812941176,0.407647059,,,,,,,,,,
44.067,-0.31691,0.060697415,1.218235294,,,,,,,,,,
44.083,-0.33337,0.514458556,-1.02875,,,,,,,,,,
44.1,-0.29675,1.550588235,2.154117647,,,,,,,,,,
44.117,-0.28065,1.056755793,0.947058824,,,,,,,,,,
44.133,-0.26209,0.538823529,1.16,,,,,,,,,,
44.15,-0.26415,-0.631764706,-0.121176471,,,,,,,,,,
44.167,-0.28357,-0.682977941,-1.142352941,,,,,,,,,,
44.183,-0.28758,-0.520981506,-0.250625,,,,,,,,,,
44.2,-0.30132,0.127352941,-0.808235294,,,,,,,,,,
44.217,-0.28325,3.146501783,1.062941176,,,,,,,,,,
44.233,-0.20153,2.377874332,5.1075,,,,,,,,,,
44.25,-0.21041,0.112352941,-0.522352941,,,,,,,,,,
44.267,-0.19771,0.482305036,0.747058824,,,,,,,,,,
44.283,-0.19398,0.770362077,0.233125,,,,,,,,,,
44.3,-0.17118,2.155294118,1.341176471,,,,,,,,,,
44.317,-0.1207,2.87785684,2.969411765,,,,,,,,,,
44.333,-0.076033,2.701970922,2.7916875,,,,,,,,,,
44.35,-0.03172,1.725529412,2.606647059,,,,,,,,,,
44.367,-0.017365,0.756913659,0.844411765,,,,,,,,,,
44.383,-0.006572,0.469250201,0.6745625,,,,,,,,,,
44.4,-0.0023032,1.517294118,0.251105882,,,,,,,,,,
44.417,0.045016,2.311644853,2.783482353,,,,,,,,,,
44.433,0.074897,1.786405637,1.8675625,,,,,,,,,,
44.45,0.1038,0.818323529,1.700176471,,,,,,,,,,
44.467,0.10272,-0.235027518,-0.063529412,,,,,,,,,,
44.483,0.096377,-0.013337678,-0.3964375,,,,,,,,,,
44.5,0.10307,1.135676471,0.393705882,,,,,,,,,,
44.517,0.13499,0.113821301,1.877647059,,,,,,,,,,
44.533,0.11025,1.330505793,-1.54625,,,,,,,,,,
44.55,0.18483,2.127058824,4.387058824,,,,,,,,,,
44.567,0.18257,-0.031615419,-0.132941176,,,,,,,,,,
44.583,0.18359,-0.806802585,0.06375,,,,,,,,,,
44.6,0.15415,0.461470588,-1.731764706,,,,,,,,,,
44.617,0.19928,2.779137701,2.654705882,,,,,,,,,,
44.633,0.24562,2.760884581,2.89625,,,,,,,,,,
44.65,0.29011,0.650051248,2.617058824,,,,,,,,,,
44.666,0.27089,-0.029021836,-1.20125,,,,,,,,,,
44.683,0.29157,-1.785294118,1.216470588,,,,,,,,,,
44.7,0.21019,-2.177647059,-4.787058824,,,,,,,,,,
44.717,0.21753,0.43665107,0.431764706,,,,,,,,,,
44.733,0.22459,1.131410428,0.44125,,,,,,,,,,
44.75,0.25629,-0.877647059,1.864705882,,,,,,,,,,
44.767,0.19475,-2.726534091,-3.62,,,,,,,,,,
44.783,0.16458,-2.405678476,-1.885625,,,,,,,,,,
44.8,0.11429,-0.803557264,-2.958235294,,,,,,,,,,
44.816,0.13388,1.286995321,1.224375,,,,,,,,,,
44.833,0.15689,2.184117647,1.353529412,,,,,,,,,,
44.85,0.20814,1.92,3.014705882,,,,,,,,,,
44.867,0.22217,0.144820633,0.825294118,,,,,,,,,,
44.883,0.21424,-0.694822861,-0.495625,,,,,,,,,,
44.9,0.19883,0.221502897,-0.906470588,,,,,,,,,,
44.916,0.21936,0.951342469,1.283125,,,,,,,,,,
44.933,0.22954,1.072647059,0.598823529,,,,,,,,,,
44.95,0.25583,1.440588235,1.546470588,,,,,,,,,,
44.967,0.27852,-0.254063057,1.334705882,,,,,,,,,,
44.983,0.25053,-0.012209225,-1.749375,,,,,,,,,,
45,0.2817,0.621470588,1.833529412,,,,,,,,,,
45.017,0.27166,0.001817068,-0.590588235,,,,,,,,,,
45.033,0.28061,0.41736074,0.559375,,,,,,,,,,
45.05,0.28514,-0.081048351,0.266470588,,,,,,,,,,
45.066,0.27861,-0.992278298,-0.408125,,,,,,,,,,
45.083,0.25119,-0.830882353,-1.612941176,,,,,,,,,,
45.1,0.25036,-1.397941176,-0.048823529,,,,,,,,,,
45.117,0.20366,-0.977740642,-2.747058824,,,,,,,,,,
45.133,0.21466,-0.446118538,0.6875,,,,,,,,,,
45.15,0.1866,-1.404300357,-1.650588235,,,,,,,,,,
45.166,0.16784,-0.297134581,-1.1725,,,,,,,,,,
45.183,0.1786,0.402058824,0.632941176,,,,,,,,,,
45.2,0.18151,1.157941176,0.171176471,,,,,,,,,,
45.217,0.21797,1.553399064,2.144705882,,,,,,,,,,
45.233,0.23392,-0.06114639,0.996875,,,,,,,,,,
45.25,0.21377,-0.144411765,-1.185294118,,,,,,,,,,
45.267,0.22901,0.110428922,0.896470588,,,,,,,,,,
45.283,0.21894,-0.96222705,-0.629375,,,,,,,,,,
45.3,0.19657,-1.003761141,-1.315882353,,,,,,,,,,
45.316,0.18521,-1.030855615,-0.71,,,,,,,,,,
45.333,0.16189,-0.085588235,-1.371764706,,,,,,,,,,
45.35,0.1823,-0.092352941,1.200588235,,,,,,,,,,
45.367,0.15875,-1.022926693,-1.385294118,,,,,,,,,,
45.383,0.14784,-0.271696747,-0.681875,,,,,,,,,,
45.4,0.15063,-0.597208111,0.164117647,,,,,,,,,,
45.416,0.12961,-0.833928253,-1.31375,,,,,,,,,,
45.433,0.1241,-0.279117647,-0.324117647,,,,,,,,,,
45.45,0.12012,-0.397058824,-0.234117647,,,,,,,,,,
45.467,0.1106,-0.151420455,-0.56,,,,,,,,,,
45.483,0.11433,-1.031563057,0.233125,,,,,,,,,,
45.5,0.07395,-1.673,-2.375294118,,,,,,,,,,
45.517,0.057448,-0.913450201,-0.970705882,,,,,,,,,,
45.533,0.043695,-0.96253398,-0.8595625,,,,,,,,,,
45.55,0.025472,-1.079167502,-1.071941176,,,,,,,,,,
45.566,0.0080965,-1.084657698,-1.08596875,,,,,,,,,,
45.583,-0.010319,-0.663014706,-1.083264706,,,,,,,,,,
45.6,-0.014446,-0.109,-0.242764706,,,,,,,,,,
45.617,-0.014025,-0.433824309,0.024764706,,,,,,,,,,
45.633,-0.027872,-0.643763703,-0.8654375,,,,,,,,,,
45.65,-0.034812,-0.126133021,-0.408235294,,,,,,,,,,
45.666,-0.032582,0.084120098,0.139375,,,,,,,,,,
45.683,-0.03215,0.106382353,0.025411765,,,,,,,,,,
45.7,-0.028965,0.148205882,0.187352941,,,,,,,,,,
45.717,-0.027111,-0.040751783,0.109058824,,,,,,,,,,
45.733,-0.030019,-0.429885472,-0.18175,,,,,,,,,,
45.75,-0.041809,-0.614529412,-0.693529412,,,,,,,,,,
45.767,-0.050913,-0.401832442,-0.535529412,,,,,,,,,,
45.783,-0.055329,-0.169903743,-0.276,,,,,,,,,,
45.8,-0.056301,-0.30912344,-0.057176471,,,,,,,,,,
45.816,-0.065041,-0.397736631,-0.54625,,,,,,,,,,
45.833,-0.06912,-0.181147059,-0.239941176,,,,,,,,,,
45.85,-0.0712,-0.0075,-0.122352941,,,,,,,,,,
45.867,-0.069375,0.119727941,0.107352941,,,,,,,,,,
45.883,-0.067273,0.140490865,0.131375,,,,,,,,,,
45.9,-0.06472,0.295197304,0.150176471,,,,,,,,,,
45.916,-0.057813,0.303439728,0.4316875,,,,,,,,,,
45.933,-0.054971,0.112441176,0.167176471,,,,,,,,,,
45.95,-0.05399,0.149,0.057705882,,,,,,,,,,
45.967,-0.049905,0.192201315,0.240294118,,,,,,,,,,
45.983,-0.047554,0.128828766,0.1469375,,,,,,,,,,
46,-0.045691,-0.0335,0.109588235,,,,,,,,,,
46.017,-0.048693,-0.176588235,-0.176588235,,,,,,,,,,
