Time (s),Displacement (mm),Velocity Gradient,Velocity Derivative,,,,,,,,,,
21.267,18.822,0.095699643,0.529411765,,,,,,,,,,
21.283,18.817,-0.959558824,-0.3125,,,,,,,,,,
21.3,18.789,-1.352941176,-1.647058824,,,,,,,,,,
21.317,18.771,-1.736853832,-1.058823529,,,,,,,,,,
21.333,18.733,-1.708333333,-2.375,,,,,,,,,,
21.35,18.716,-1.323529412,-1,,,,,,,,,,
21.367,18.688,-1.37811943,-1.647058824,,,,,,,,,,
21.383,18.67,-0.551024955,-1.125,,,,,,,,,,
21.4,18.671,-0.970588235,0.058823529,,,,,,,,,,
21.417,18.637,-0.325757576,-2,,,,,,,,,,
21.433,18.657,0.073529412,1.25,,,,,,,,,,
21.45,18.637,0.058823529,-1.176470588,,,,,,,,,,
21.467,18.659,1.432375223,1.294117647,,,,,,,,,,
21.483,18.684,1.346813725,1.5625,,,,,,,,,,
21.5,18.703,0.970588235,1.117647059,,,,,,,,,,
21.517,18.717,0.785650624,0.823529412,,,,,,,,,,
21.533,18.729,0.757130125,0.75,,,,,,,,,,
21.55,18.742,1.794117647,0.764705882,,,,,,,,,,
21.567,18.79,1.529968806,2.823529412,,,,,,,,,,
21.583,18.795,1.587009804,0.3125,,,,,,,,,,
21.6,18.845,1.294117647,2.941176471,,,,,,,,,,
21.617,18.839,0.537210339,-0.352941176,,,,,,,,,,
21.633,18.861,0.080882353,1.375,,,,,,,,,,
21.65,18.839,-0.205882353,-1.294117647,,,,,,,,,,
21.667,18.854,2.713792335,0.882352941,,,,,,,,,,
21.683,18.925,5.908088235,4.4375,,,,,,,,,,
21.7,19.052,6.941176471,7.470588235,,,,,,,,,,
21.717,19.161,6.264037433,6.411764706,,,,,,,,,,
21.733,19.259,5.608065954,6.125,,,,,,,,,,
21.75,19.345,5.558823529,5.058823529,,,,,,,,,,
21.767,19.448,5.481172014,6.058823529,,,,,,,,,,
21.783,19.527,5.851938503,4.9375,,,,,,,,,,
21.8,19.643,5.558823529,6.823529412,,,,,,,,,,
21.817,19.716,3.241087344,4.294117647,,,,,,,,,,
21.833,19.752,0.303475936,2.25,,,,,,,,,,
21.85,19.722,-1.647058824,-1.764705882,,,,,,,,,,
21.867,19.696,-1.063502674,-1.529411765,,,,,,,,,,
21.883,19.686,-1.206105169,-0.625,,,,,,,,,,
21.9,19.655,-1.647058824,-1.823529412,,,,,,,,,,
21.917,19.63,-1.067179144,-1.470588235,,,,,,,,,,
21.933,19.619,-1.095699643,-0.6875,,,,,,,,,,
21.95,19.593,-0.676470588,-1.529411765,,,,,,,,,,
21.967,19.596,-0.17201426,0.176470588,,,,,,,,,,
21.983,19.588,-0.428698752,-0.5,,,,,,,,,,
22,19.582,-0.088235294,-0.352941176,,,,,,,,,,
22.017,19.585,0.085561497,0.176470588,,,,,,,,,,
22.033,19.585,0.228163993,0,,,,,,,,,,
22.05,19.593,0.323529412,0.470588235,,,,,,,,,,
22.067,19.596,0.407531194,0.176470588,,,,,,,,,,
22.083,19.606,-0.048796791,0.625,,,,,,,,,,
22.1,19.593,-0.058823529,-0.764705882,,,,,,,,,,
22.117,19.604,-0.619986631,0.647058824,,,,,,,,,,
22.133,19.575,-1.532642602,-1.8125,,,,,,,,,,
22.15,19.554,-1.5,-1.235294118,,,,,,,,,,
22.167,19.524,-1.724933155,-1.764705882,,,,,,,,,,
22.183,19.497,-1.781974153,-1.6875,,,,,,,,,,
22.2,19.465,-1.529411765,-1.882352941,,,,,,,,,,
22.217,19.445,-1.375334225,-1.176470588,,,,,,,,,,
22.233,19.42,-0.947526738,-1.5625,,,,,,,,,,
22.25,19.415,-1.029411765,-0.294117647,,,,,,,,,,
22.267,19.385,-0.469251337,-1.764705882,,,,,,,,,,
22.283,19.397,0.27228164,0.75,,,,,,,,,,
22.3,19.393,-0.264705882,-0.235294118,,,,,,,,,,
22.317,19.388,-0.335784314,-0.294117647,,,,,,,,,,
22.333,19.382,-0.250222816,-0.375,,,,,,,,,,
22.35,19.38,-0.941176471,-0.117647059,,,,,,,,,,
22.367,19.35,-1.499554367,-1.764705882,,,,,,,,,,
22.383,19.33,-1.185828877,-1.25,,,,,,,,,,
22.4,19.311,-0.882352941,-1.117647059,,,,,,,,,,
22.417,19.3,-0.828877005,-0.647058824,,,,,,,,,,
22.433,19.284,-0.37254902,-1,,,,,,,,,,
22.45,19.289,0.176470588,0.294117647,,,,,,,,,,
22.467,19.29,0.221702317,0.058823529,,,,,,,,,,
22.483,19.296,0.278743316,0.375,,,,,,,,,,
22.5,19.299,0.352941176,0.176470588,,,,,,,,,,
22.517,19.308,0.610851159,0.529411765,,,,,,,,,,
22.533,19.319,0.183043672,0.6875,,,,,,,,,,
22.55,19.313,-0.235294118,-0.352941176,,,,,,,,,,
22.567,19.311,-1.183934938,-0.117647059,,,,,,,,,,
22.583,19.276,-1.326537433,-2.1875,,,,,,,,,,
22.6,19.269,-1.264705882,-0.411764706,,,,,,,,,,
22.617,19.233,-1.123328877,-2.117647059,,,,,,,,,,
22.633,19.23,-0.267713904,-0.1875,,,,,,,,,,
22.65,19.224,-0.235294118,-0.352941176,,,,,,,,,,
22.667,19.222,-0.92635918,-0.117647059,,,,,,,,,,
22.683,19.195,-0.584113191,-1.6875,,,,,,,,,,
22.7,19.205,-0.970588235,0.588235294,,,,,,,,,,
22.717,19.162,-0.646836007,-2.529411765,,,,,,,,,,
22.733,19.18,0.09469697,1.125,,,,,,,,,,
22.75,19.163,0.264705882,-1,,,,,,,,,,
22.767,19.189,0.644942068,1.529411765,,,,,,,,,,
22.783,19.186,-0.210672906,-0.1875,,,,,,,,,,
22.8,19.182,0.058823529,-0.235294118,,,,,,,,,,
22.817,19.188,0.65407754,0.352941176,,,,,,,,,,
22.833,19.203,0.112188057,0.9375,,,,,,,,,,
22.85,19.19,0.382352941,-0.764705882,,,,,,,,,,
22.867,19.216,0.226381462,1.529411765,,,,,,,,,,
22.883,19.2,-0.657754011,-1,,,,,,,,,,
22.9,19.195,-0.264705882,-0.294117647,,,,,,,,,,
22.917,19.191,-0.564839572,-0.235294118,,,,,,,,,,
22.933,19.177,0.034090909,-0.875,,,,,,,,,,
22.95,19.194,0.5,1,,,,,,,,,,
22.967,19.194,0.643939394,0,,,,,,,,,,
22.983,19.214,0.729500891,1.25,,,,,,,,,,
23,19.217,0.117647059,0.176470588,,,,,,,,,,
23.017,19.218,0.060717469,0.058823529,,,,,,,,,,
23.033,19.219,0.631127451,0.0625,,,,,,,,,,
23.05,19.24,0.205882353,1.235294118,,,,,,,,,,
23.067,19.226,-0.817847594,-0.823529412,,,,,,,,,,
23.083,19.213,-1.616421569,-0.8125,,,,,,,,,,
23.1,19.171,-1.470588235,-2.470588235,,,,,,,,,,
23.117,19.163,-2.417557932,-0.470588235,,,,,,,,,,
23.133,19.095,-2.018270945,-4.25,,,,,,,,,,
23.15,19.101,-0.470588235,0.352941176,,,,,,,,,,
23.167,19.079,-0.047905526,-1.294117647,,,,,,,,,,
23.183,19.097,-0.475713012,1.125,,,,,,,,,,
23.2,19.06,-1.411764706,-2.176470588,,,,,,,,,,
23.217,19.049,-0.667892157,-0.647058824,,,,,,,,,,
23.233,19.038,-0.724933155,-0.6875,,,,,,,,,,
23.25,19.025,-0.794117647,-0.764705882,,,,,,,,,,
23.267,19.011,0.244652406,-0.823529412,,,,,,,,,,
23.283,19.031,0.216131907,1.25,,,,,,,,,,
23.3,19.016,-0.647058824,-0.882352941,,,,,,,,,,
23.317,19.009,-0.328431373,-0.411764706,,,,,,,,,,
23.333,19.005,0.070855615,-0.25,,,,,,,,,,
23.35,19.012,1.088235294,0.411764706,,,,,,,,,,
23.367,19.042,0.694630125,1.764705882,,,,,,,,,,
23.383,19.037,0.494986631,-0.3125,,,,,,,,,,
23.4,19.06,0.794117647,1.352941176,,,,,,,,,,
23.417,19.064,0.532642602,0.235294118,,,,,,,,,,
23.433,19.077,0.019273619,0.8125,,,,,,,,,,
23.45,19.063,0.205882353,-0.823529412,,,,,,,,,,
23.467,19.084,-0.173796791,1.235294118,,,,,,,,,,
23.483,19.06,0.225490196,-1.5,,,,,,,,,,
23.5,19.095,0.764705882,2.058823529,,,,,,,,,,
23.517,19.086,-0.127896613,-0.529411765,,,,,,,,,,
23.533,19.09,0.10026738,0.25,,,,,,,,,,
23.55,19.089,-0.264705882,-0.058823529,,,,,,,,,,
23.567,19.081,-0.968694296,-0.470588235,,,,,,,,,,
23.583,19.058,-0.398284314,-1.4375,,,,,,,,,,
23.6,19.07,-0.235294118,0.705882353,,,,,,,,,,
23.617,19.05,0.041332442,-1.176470588,,,,,,,,,,
23.633,19.069,-0.643159537,1.1875,,,,,,,,,,
23.65,19.025,-2.147058824,-2.588235294,,,,,,,,,,
23.667,18.996,-1.181261141,-1.705882353,,,,,,,,,,
23.683,18.985,-0.781974153,-0.6875,,,,,,,,,,
23.7,18.97,-0.5,-0.882352941,,,,,,,,,,
23.717,18.968,0.16833779,-0.117647059,,,,,,,,,,
23.733,18.975,0.339460784,0.4375,,,,,,,,,,
23.75,18.979,0.764705882,0.235294118,,,,,,,,,,
23.767,19.001,0.337678253,1.294117647,,,,,,,,,,
23.783,18.992,-0.289772727,-0.5625,,,,,,,,,,
23.8,18.992,0.588235294,0,,,,,,,,,,
23.817,19.012,0.956773619,1.176470588,,,,,,,,,,
23.833,19.024,1.013814617,0.75,,,,,,,,,,
23.85,19.046,0.411764706,1.294117647,,,,,,,,,,
23.867,19.038,0.254790553,-0.470588235,,,,,,,,,,
23.883,19.053,-0.372660428,0.9375,,,,,,,,,,
23.9,19.023,-1.176470588,-1.764705882,,,,,,,,,,
23.917,19.013,-0.574977718,-0.588235294,,,,,,,,,,
23.933,19.004,-0.460895722,-0.5625,,,,,,,,,,
23.95,18.998,-0.352941176,-0.352941176,,,,,,,,,,
23.967,18.992,-1.362410873,-0.352941176,,,,,,,,,,
23.983,18.955,-2.075423351,-2.3125,,,,,,,,,,
24,18.924,-1.529411765,-1.823529412,,,,,,,,,,
24.017,18.903,-2.788324421,-1.235294118,,,,,,,,,,
24.033,18.835,-2.930926916,-4.25,,,,,,,,,,
24.05,18.809,-1.911764706,-1.529411765,,,,,,,,,,
24.067,18.77,-2.464572193,-2.294117647,,,,,,,,,,
24.083,18.728,-2.093805704,-2.625,,,,,,,,,,
24.1,18.702,-2.382352941,-1.529411765,,,,,,,,,,
24.117,18.647,-1.021278966,-3.235294118,,,,,,,,,,
24.133,18.664,-0.479389483,1.0625,,,,,,,,,,
24.15,18.628,-0.970588235,-2.117647059,,,,,,,,,,
24.167,18.631,1.373440285,0.176470588,,,,,,,,,,
24.183,18.671,2.314616756,2.5,,,,,,,,,,
24.2,18.707,1.5,2.117647059,,,,,,,,,,
24.217,18.722,1.876671123,0.882352941,,,,,,,,,,
24.233,18.767,2.760806595,2.8125,,,,,,,,,,
24.25,18.813,3.441176471,2.705882353,,,,,,,,,,
24.267,18.884,3.634803922,4.176470588,,,,,,,,,,
24.283,18.934,3.178475936,3.125,,,,,,,,,,
24.3,18.989,2.5,3.235294118,,,,,,,,,,
24.317,19.019,1.660539216,1.764705882,,,,,,,,,,
24.333,19.044,0.833444742,1.5625,,,,,,,,,,
24.35,19.045,1.323529412,0.058823529,,,,,,,,,,
24.367,19.089,0.32118984,2.588235294,,,,,,,,,,
24.383,19.06,-1.161876114,-1.8125,,,,,,,,,,
24.4,19.052,-2.794117647,-0.470588235,,,,,,,,,,
24.417,18.965,-4.219919786,-5.117647059,,,,,,,,,,
24.433,18.911,-1.738636364,-3.375,,,,,,,,,,
24.45,18.911,-1.264705882,0,,,,,,,,,,
24.467,18.868,-2.643048128,-2.529411765,,,,,,,,,,
24.483,18.824,-2.101158645,-2.75,,,,,,,,,,
24.5,18.8,-2.058823529,-1.411764706,,,,,,,,,,
24.517,18.754,-1.601715686,-2.705882353,,,,,,,,,,
24.533,18.745,-0.83166221,-0.5625,,,,,,,,,,
24.55,18.726,0.617647059,-1.117647059,,,,,,,,,,
24.567,18.766,1.816956328,2.352941176,,,,,,,,,,
24.583,18.787,-0.436163102,1.3125,,,,,,,,,,
24.6,18.748,-0.558823529,-2.294117647,,,,,,,,,,
24.617,18.768,0.988970588,1.176470588,,,,,,,,,,
24.633,18.781,1.046011586,0.8125,,,,,,,,,,
24.65,18.803,0.970588235,1.294117647,,,,,,,,,,
24.667,18.814,2.148952763,0.647058824,,,,,,,,,,
24.683,18.871,1.806706774,3.5625,,,,,,,,,,
24.7,18.87,0.647058824,-0.058823529,,,,,,,,,,
24.717,18.893,0.205213904,1.352941176,,,,,,,,,,
24.733,18.879,0.832664884,-0.875,,,,,,,,,,
24.75,18.924,1.735294118,2.647058824,,,,,,,,,,
24.767,18.938,1.751559715,0.823529412,,,,,,,,,,
24.783,18.98,0.981506239,2.625,,,,,,,,,,
24.8,18.967,0.970588235,-0.764705882,,,,,,,,,,
24.817,19.013,-0.072526738,2.705882353,,,,,,,,,,
24.833,18.97,-0.871100713,-2.6875,,,,,,,,,,
24.85,18.988,0.205882353,1.058823529,,,,,,,,,,
24.867,18.977,-0.184937611,-0.647058824,,,,,,,,,,
24.883,18.981,-0.612745098,0.25,,,,,,,,,,
24.9,18.955,-1.470588235,-1.529411765,,,,,,,,,,
24.917,18.931,-1.940173797,-1.411764706,,,,,,,,,,
24.933,18.892,-1.369763815,-2.4375,,,,,,,,,,
24.95,18.888,-1.735294118,-0.235294118,,,,,,,,,,
24.967,18.833,-1.890597148,-3.235294118,,,,,,,,,,
24.983,18.823,-1.348707665,-0.625,,,,,,,,,,
25,18.787,-1.676470588,-2.117647059,,,,,,,,,,
25.017,18.766,-0.75991533,-1.235294118,,,,,,,,,,
25.033,18.761,-0.018382353,-0.3125,,,,,,,,,,
25.05,18.766,0.5,0.294117647,,,,,,,,,,
25.067,18.778,0.696412656,0.705882353,,,,,,,,,,
25.083,18.789,0.781974153,0.6875,,,,,,,,,,
25.1,18.804,1.235294118,0.882352941,,,,,,,,,,
25.117,18.831,2.4442959,1.588235294,,,,,,,,,,
25.133,18.883,3.043226381,3.25,,,,,,,,,,
25.15,18.931,3.205882353,2.823529412,,,,,,,,,,
25.167,18.992,2.3192959,3.588235294,,,,,,,,,,
25.183,19.01,1.435160428,1.125,,,,,,,,,,
25.2,19.04,1.117647059,1.764705882,,,,,,,,,,
25.217,19.048,1.129679144,0.470588235,,,,,,,,,,
25.233,19.076,0.61631016,1.75,,,,,,,,,,
25.25,19.066,0,-0.588235294,,,,,,,,,,
25.267,19.076,-1.099264706,0.588235294,,,,,,,,,,
25.283,19.033,-2.040441176,-2.6875,,,,,,,,,,
25.3,19.01,-2.029411765,-1.352941176,,,,,,,,,,
25.317,18.964,-0.700200535,-2.705882353,,,,,,,,,,
25.333,18.983,-0.329434046,1.1875,,,,,,,,,,
25.35,18.95,0.117647059,-1.941176471,,,,,,,,,,
25.367,18.987,1.023061497,2.176470588,,,,,,,,,,
25.383,18.986,0.908979501,-0.0625,,,,,,,,,,
25.4,19.019,1.323529412,1.941176471,,,,,,,,,,
25.417,19.031,1.469139929,0.705882353,,,,,,,,,,
25.433,19.066,1.326537433,2.1875,,,,,,,,,,
25.45,19.073,-0.147058824,0.411764706,,,,,,,,,,
25.467,19.061,-1.275958111,-0.705882353,,,,,,,,,,
25.483,19.032,-1.817847594,-1.8125,,,,,,,,,,
25.5,19.001,-2.705882353,-1.823529412,,,,,,,,,,
25.517,18.94,-2.641265597,-3.588235294,,,,,,,,,,
25.533,18.912,-0.844474153,-1.75,,,,,,,,,,
25.55,18.914,-0.529411765,0.117647059,,,,,,,,,,
25.567,18.894,-0.699197861,-1.176470588,,,,,,,,,,
25.583,18.89,0.669786096,-0.25,,,,,,,,,,
25.6,18.918,1.676470588,1.647058824,,,,,,,,,,
25.617,18.947,1.24565508,1.705882353,,,,,,,,,,
25.633,18.96,1.958667558,0.8125,,,,,,,,,,
25.65,19.014,2.558823529,3.176470588,,,,,,,,,,
25.667,19.047,1.810494652,1.941176471,,,,,,,,,,
25.683,19.074,1.55381016,1.6875,,,,,,,,,,
25.7,19.098,0.794117647,1.411764706,,,,,,,,,,
25.717,19.101,0.504122103,0.176470588,,,,,,,,,,
25.733,19.114,0.475601604,0.8125,,,,,,,,,,
25.75,19.116,0.764705882,0.117647059,,,,,,,,,,
25.767,19.14,0.942067736,1.411764706,,,,,,,,,,
25.783,19.148,0.571301248,0.5,,,,,,,,,,
25.8,19.159,0.823529412,0.647058824,,,,,,,,,,
25.817,19.176,1,1,,,,,,,,,,
25.833,19.192,0.144385027,1,,,,,,,,,,
25.85,19.179,-0.558823529,-0.764705882,,,,,,,,,,
25.867,19.173,-0.364304813,-0.352941176,,,,,,,,,,
25.883,19.167,-0.906194296,-0.375,,,,,,,,,,
25.9,19.142,-1.235294118,-1.470588235,,,,,,,,,,
25.917,19.125,-1.933712121,-1,,,,,,,,,,
25.933,19.08,-1.477384135,-2.8125,,,,,,,,,,
25.95,19.079,0.441176471,-0.058823529,,,,,,,,,,
25.967,19.095,-0.895944742,0.941176471,,,,,,,,,,
25.983,19.053,-1.951203209,-2.625,,,,,,,,,,
26,19.032,-0.882352941,-1.235294118,,,,,,,,,,
26.017,19.023,-1.769942068,-0.529411765,,,,,,,,,,
26.033,18.976,-2.34035205,-2.9375,,,,,,,,,,
26.05,18.947,-1.088235294,-1.705882353,,,,,,,,,,
26.067,18.939,0.673351159,-0.470588235,,,,,,,,,,
26.083,18.967,0.359625668,1.75,,,,,,,,,,
26.1,18.948,-1.294117647,-1.117647059,,,,,,,,,,
26.117,18.923,-0.680815508,-1.470588235,,,,,,,,,,
26.133,18.924,0.003676471,0.0625,,,,,,,,,,
26.15,18.923,-0.735294118,-0.058823529,,,,,,,,,,
26.167,18.899,0.281417112,-1.411764706,,,,,,,,,,
26.183,18.929,1.935606061,1.875,,,,,,,,,,
26.2,18.963,1.676470588,2,,,,,,,,,,
26.217,18.986,0.301804813,1.352941176,,,,,,,,,,
26.233,18.975,-1.20978164,-0.6875,,,,,,,,,,
26.25,18.945,-1.794117647,-1.764705882,,,,,,,,,,
26.267,18.914,0.113970588,-1.823529412,,,,,,,,,,
26.283,18.945,1.65407754,1.9375,,,,,,,,,,
26.3,18.968,2.235294118,1.352941176,,,,,,,,,,
26.317,19.021,2.091131907,3.117647059,,,,,,,,,,
26.333,19.039,0.379901961,1.125,,,,,,,,,,
26.35,19.032,-1.529411765,-0.411764706,,,,,,,,,,
26.367,18.987,-1.540998217,-2.647058824,,,,,,,,,,
26.383,18.979,1.368092692,-0.5,,,,,,,,,,
26.4,19.036,2.823529412,3.352941176,,,,,,,,,,
26.417,19.075,0.693738859,2.294117647,,,,,,,,,,
26.433,19.062,-1.24565508,-0.8125,,,,,,,,,,
26.45,19.033,-1.529411765,-1.705882353,,,,,,,,,,
26.467,19.01,-0.366198752,-1.352941176,,,,,,,,,,
26.483,19.019,0.574977718,0.5625,,,,,,,,,,
26.5,19.029,0.441176471,0.588235294,,,,,,,,,,
26.517,19.034,0.75434492,0.294117647,,,,,,,,,,
26.533,19.053,0.212455437,1.1875,,,,,,,,,,
26.55,19.039,0.323529412,-0.823529412,,,,,,,,,,
26.567,19.064,1.48573975,1.470588235,,,,,,,,,,
26.583,19.088,0.715686275,1.5,,,,,,,,,,
26.6,19.086,-0.382352941,-0.117647059,,,,,,,,,,
26.617,19.075,-0.989861854,-0.647058824,,,,,,,,,,
26.633,19.054,-0.276849376,-1.3125,,,,,,,,,,
26.65,19.068,2.058823529,0.823529412,,,,,,,,,,
26.667,19.124,1.178587344,3.294117647,,,,,,,,,,
26.683,19.111,-1.217134581,-0.8125,,,,,,,,,,
26.7,19.083,-2.735294118,-1.647058824,,,,,,,,,,
26.717,19.018,-1.918226381,-3.823529412,,,,,,,,,,
26.733,19.016,0.876782531,-0.125,,,,,,,,,,
26.75,19.049,1.705882353,1.941176471,,,,,,,,,,
26.767,19.074,0.51983066,1.470588235,,,,,,,,,,
26.783,19.068,-1.847370766,-0.375,,,,,,,,,,
26.8,19.01,-2.588235294,-3.411764706,,,,,,,,,,
26.817,18.98,0.239081996,-1.764705882,,,,,,,,,,
26.833,19.014,1.750668449,2.125,,,,,,,,,,
26.85,19.037,2.058823529,1.352941176,,,,,,,,,,
26.867,19.084,1.018493761,2.764705882,,,,,,,,,,
26.883,19.074,-0.721256684,-0.625,,,,,,,,,,
26.9,19.06,-1.352941176,-0.823529412,,,,,,,,,,
26.917,19.028,-2.071746881,-1.882352941,,,,,,,,,,
26.933,18.992,0.15285205,-2.25,,,,,,,,,,
26.95,19.038,0.735294118,2.705882353,,,,,,,,,,
26.967,19.017,-1.597036542,-1.235294118,,,,,,,,,,
26.983,18.986,-0.969585561,-1.9375,,,,,,,,,,
27,18.987,-0.794117647,0.058823529,,,,,,,,,,
27.017,18.959,-0.154634581,-1.647058824,,,,,,,,,,
27.033,18.979,0.729500891,1.25,,,,,,,,,,
27.05,18.982,0.441176471,0.176470588,,,,,,,,,,
27.067,18.994,2.40285205,0.705882353,,,,,,,,,,
27.083,19.058,1.889483066,4,,,,,,,,,,
27.1,19.052,1.441176471,-0.352941176,,,,,,,,,,
27.117,19.107,1.63302139,3.235294118,,,,,,,,,,
27.133,19.109,-0.306372549,0.125,,,,,,,,,,
27.15,19.096,-0.117647059,-0.764705882,,,,,,,,,,
27.167,19.105,-1.127785205,0.529411765,,,,,,,,,,
27.183,19.062,-1.042223708,-2.6875,,,,,,,,,,
27.2,19.074,0.147058824,0.705882353,,,,,,,,,,
27.217,19.067,-0.714795009,-0.411764706,,,,,,,,,,
27.233,19.051,0.311942959,-1,,,,,,,,,,
27.25,19.08,0.147058824,1.705882353,,,,,,,,,,
27.267,19.056,-1.070855615,-1.411764706,,,,,,,,,,
27.283,19.044,0.38368984,-0.75,,,,,,,,,,
27.3,19.071,1.382352941,1.588235294,,,,,,,,,,
27.317,19.091,1.182152406,1.176470588,,,,,,,,,,
27.333,19.11,0.298016934,1.1875,,,,,,,,,,
27.35,19.099,1.14E-13,-0.647058824,,,,,,,,,,
27.367,19.11,0.410316399,0.647058824,,,,,,,,,,
27.383,19.113,0.06807041,0.1875,,,,,,,,,,
27.4,19.112,-0.882352941,-0.058823529,,,,,,,,,,
27.417,19.083,0.686163102,-1.705882353,,,,,,,,,,
27.433,19.13,1.741421569,2.9375,,,,,,,,,,
27.45,19.138,0.117647059,0.470588235,,,,,,,,,,
27.467,19.134,0.27228164,-0.235294118,,,,,,,,,,
27.483,19.146,0.842691622,0.75,,,,,,,,,,
27.5,19.162,1.588235294,0.941176471,,,,,,,,,,
27.517,19.2,1.566733512,2.235294118,,,,,,,,,,
27.533,19.215,-0.372660428,0.9375,,,,,,,,,,
27.55,19.185,0.441176471,-1.764705882,,,,,,,,,,
27.567,19.23,0.961452763,2.647058824,,,,,,,,,,
27.583,19.22,-0.949420677,-0.625,,,,,,,,,,
27.6,19.198,-1.676470588,-1.294117647,,,,,,,,,,
27.617,19.163,-0.354278075,-2.058823529,,,,,,,,,,
27.633,19.183,0.529857398,1.25,,,,,,,,,,
27.65,19.179,-1.529411765,-0.235294118,,,,,,,,,,
27.667,19.131,-1.594362745,-2.823529412,,,,,,,,,,
27.683,19.124,-0.082776292,-0.4375,,,,,,,,,,
27.7,19.129,-0.470588235,0.294117647,,,,,,,,,,
27.717,19.108,-1.049688057,-1.235294118,,,,,,,,,,
27.733,19.094,0.376336898,-0.875,,,,,,,,,,
27.75,19.123,1.852941176,1.705882353,,,,,,,,,,
27.767,19.157,-0.221590909,2,,,,,,,,,,
27.783,19.12,-0.734959893,-2.3125,,,,,,,,,,
27.8,19.136,1.852941176,0.941176471,,,,,,,,,,
27.817,19.183,0.664327094,2.764705882,,,,,,,,,,
27.833,19.162,-0.818738859,-1.3125,,,,,,,,,,
27.85,19.157,-0.764705882,-0.294117647,,,,,,,,,,
27.867,19.136,-0.888703209,-1.235294118,,,,,,,,,,
27.883,19.127,-1.1739082,-0.5625,,,,,,,,,,
27.9,19.096,-1.852941176,-1.823529412,,,,,,,,,,
27.917,19.064,-1.234625668,-1.882352941,,,,,,,,,,
27.933,19.054,-1.719474153,-0.625,,,,,,,,,,
27.95,19.005,-2.411764706,-2.882352941,,,,,,,,,,
27.967,18.972,0.282308378,-1.941176471,,,,,,,,,,
27.983,19.01,1.109402852,2.375,,,,,,,,,,
28,19.006,0.058823529,-0.235294118,,,,,,,,,,
28.017,19.012,1.974153298,0.352941176,,,,,,,,,,
28.033,19.068,1.745989305,3.5,,,,,,,,,,
28.05,19.066,0.705882353,-0.117647059,,,,,,,,,,
28.067,19.092,1.321078431,1.529411765,,,,,,,,,,
28.083,19.11,1.34959893,1.125,,,,,,,,,,
28.1,19.137,1.058823529,1.588235294,,,,,,,,,,
28.117,19.146,-0.194073084,0.529411765,,,,,,,,,,
28.133,19.132,-0.165552585,-0.875,,,,,,,,,,
28.15,19.142,-0.411764706,0.588235294,,,,,,,,,,
28.167,19.118,-2.455325312,-1.411764706,,,,,,,,,,
28.183,19.063,-1.856394831,-3.4375,,,,,,,,,,
28.2,19.06,0.235294118,-0.176470588,,,,,,,,,,
28.217,19.071,-0.68438057,0.647058824,,,,,,,,,,
28.233,19.04,-1.055147059,-1.9375,,,,,,,,,,
28.25,19.038,-0.058823529,-0.117647059,,,,,,,,,,
28.267,19.038,-1.416666667,0,,,,,,,,,,
28.283,18.994,-0.446969697,-2.75,,,,,,,,,,
28.3,19.028,1.705882353,2,,,,,,,,,,
28.317,19.052,0.459113191,1.411764706,,,,,,,,,,
28.333,19.045,0.116867201,-0.4375,,,,,,,,,,
28.35,19.057,-0.705882353,0.705882353,,,,,,,,,,
28.367,19.021,-0.672571301,-2.117647059,,,,,,,,,,
28.383,19.032,0.011920677,0.6875,,,,,,,,,,
28.4,19.02,-0.205882353,-0.705882353,,,,,,,,,,
28.417,19.025,1.623663102,0.294117647,,,,,,,,,,
28.433,19.071,0.882130125,2.875,,,,,,,,,,
28.45,19.05,0.382352941,-1.235294118,,,,,,,,,,
28.467,19.084,1.581439394,2,,,,,,,,,,
28.483,19.103,0.298016934,1.1875,,,,,,,,,,
28.5,19.092,0.352941176,-0.647058824,,,,,,,,,,
28.517,19.115,1.525289661,1.352941176,,,,,,,,,,
28.533,19.142,1.496769162,1.6875,,,,,,,,,,
28.55,19.164,-3.41E-13,1.294117647,,,,,,,,,,
28.567,19.142,-0.917223708,-1.294117647,,,,,,,,,,
28.583,19.133,-0.033088235,-0.5625,,,,,,,,,,
28.6,19.142,-0.441176471,0.529411765,,,,,,,,,,
28.617,19.118,-1.006461676,-1.411764706,,,,,,,,,,
28.633,19.108,-0.607174688,-0.625,,,,,,,,,,
28.65,19.098,-0.441176471,-0.588235294,,,,,,,,,,
28.667,19.093,-1.140708556,-0.294117647,,,,,,,,,,
28.683,19.062,-1.597036542,-1.9375,,,,,,,,,,
28.7,19.041,-0.676470588,-1.235294118,,,,,,,,,,
28.717,19.039,-0.121434938,-0.117647059,,,,,,,,,,
28.733,19.037,-0.492201426,-0.125,,,,,,,,,,
28.75,19.022,-1.411764706,-0.882352941,,,,,,,,,,
28.767,18.989,-1.102161319,-1.941176471,,,,,,,,,,
28.783,18.984,-0.018382353,-0.3125,,,,,,,,,,
28.8,18.989,-0.705882353,0.294117647,,,,,,,,,,
28.817,18.96,-0.794897504,-1.705882353,,,,,,,,,,
28.833,18.961,-0.709336007,0.0625,,,,,,,,,,
28.85,18.935,-0.735294118,-1.529411765,,,,,,,,,,
28.867,18.936,-0.325646168,0.058823529,,,,,,,,,,
28.883,18.925,-1.466466132,-0.6875,,,,,,,,,,
28.9,18.886,-0.294117647,-2.294117647,,,,,,,,,,
28.917,18.915,1.052473262,1.705882353,,,,,,,,,,
